Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,CK,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,CK_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90
Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,21.0,31,29,2592,28.8,1,1.7,5,69,0,4,0,3,11,13,0.83,0.1,35,23,28,44,191,3,0.035,0.059,0.174,2.396,0.0,0.139,0.0,0.104,0.382,0.451,1.215,0.799,0.972,1.528,6.632,0.104
Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32.0,25,19,1492,16.6,0,0.0,2,53,0,11,0,1,4,12,0.84,0.06,26,14,9,15,68,0,0.0,0.0,0.12,3.193,0.0,0.663,0.0,0.06,0.241,0.723,1.566,0.843,0.542,0.904,4.096,0.0
Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36.0,23,7,832,9.2,2,2.0,19,64,2,56,20,17,40,90,4.0,0.32,19,9,7,14,9,0,0.217,0.217,2.065,6.957,0.217,6.087,2.174,1.848,4.348,9.783,2.065,0.978,0.761,1.522,0.978,0.0
Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17.0,35,29,2618,29.1,3,1.6,9,191,4,2,0,6,8,6,1.2,0.21,34,23,16,12,86,1,0.103,0.055,0.309,6.564,0.137,0.069,0.0,0.206,0.275,0.206,1.168,0.79,0.55,0.412,2.955,0.034
Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26.0,36,33,2988,33.2,1,2.1,19,118,2,31,2,4,15,117,1.54,0.15,67,45,28,49,95,3,0.03,0.063,0.572,3.554,0.06,0.934,0.06,0.12,0.452,3.524,2.018,1.355,0.843,1.476,2.861,0.09
Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35.0,20,12,1095,12.2,1,0.4,5,34,1,9,0,2,7,16,0.66,0.08,28,15,15,12,36,2,0.082,0.033,0.41,2.787,0.082,0.738,0.0,0.164,0.574,1.311,2.295,1.23,1.23,0.984,2.951,0.164
Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25.0,33,31,2814,31.3,3,2.0,26,103,4,66,0,27,53,168,2.37,0.16,68,40,37,22,72,0,0.096,0.064,0.831,3.291,0.128,2.109,0.0,0.863,1.693,5.367,2.173,1.278,1.182,0.703,2.3,0.0
Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23.0,18,9,1004,11.2,0,0.1,2,38,1,6,0,4,7,8,0.98,0.0,26,21,7,10,27,0,0.0,0.009,0.179,3.393,0.089,0.536,0.0,0.357,0.625,0.714,2.321,1.875,0.625,0.893,2.411,0.0
Danilo,br BRA,DF,Juventus,it Serie A,33.0,12,6,581,6.5,1,0.4,3,45,0,3,0,0,0,7,1.55,0.15,10,4,9,4,21,1,0.154,0.062,0.462,6.923,0.0,0.462,0.0,0.0,0.0,1.077,1.538,0.615,1.385,0.615,3.231,0.154
Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25.0,10,9,842,9.4,0,0.1,2,19,0,1,0,2,3,1,0.96,0.21,7,5,6,15,71,1,0.0,0.011,0.213,2.021,0.0,0.106,0.0,0.213,0.319,0.106,0.745,0.532,0.638,1.596,7.553,0.106
Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25.0,12,12,1080,12.0,0,1.0,6,52,1,0,0,1,6,1,1.0,0.08,19,7,20,25,62,1,0.0,0.083,0.5,4.333,0.083,0.0,0.0,0.083,0.5,0.083,1.583,0.583,1.667,2.083,5.167,0.083
Dante,br BRA,DF,Nice,fr Ligue 1,40.0,25,21,1964,21.8,0,0.2,4,96,5,2,0,6,15,8,0.96,0.0,32,15,34,29,74,1,0.0,0.009,0.183,4.404,0.229,0.092,0.0,0.275,0.688,0.367,1.468,0.688,1.56,1.33,3.394,0.046
Matteo Darmian,it ITA,DF,Inter,it Serie A,34.0,29,20,1781,19.8,2,1.5,15,45,3,32,0,4,9,102,1.72,0.2,28,17,10,14,39,0,0.101,0.076,0.758,2.273,0.152,1.616,0.0,0.202,0.455,5.152,1.414,0.859,0.505,0.707,1.97,0.0
Juan David Cabal,co COL,DF,Juventus,it Serie A,23.0,7,6,460,5.1,0,0.0,1,17,1,7,0,4,7,19,0.59,0.59,10,4,2,2,14,1,0.0,0.0,0.196,3.333,0.196,1.373,0.0,0.784,1.373,3.725,1.961,0.784,0.392,0.392,2.745,0.196
Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23.0,19,17,1560,17.3,2,1.6,27,120,6,22,0,31,68,140,3.52,0.46,30,17,13,14,22,2,0.116,0.092,1.561,6.936,0.347,1.272,0.0,1.792,3.931,8.092,1.734,0.983,0.751,0.809,1.272,0.116
Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31.0,17,14,1331,14.8,0,0.2,2,52,1,4,0,1,1,6,0.54,0.0,17,11,12,28,81,1,0.0,0.014,0.135,3.514,0.068,0.27,0.0,0.068,0.068,0.405,1.149,0.743,0.811,1.892,5.473,0.068
Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24.0,33,32,2743,30.5,2,4.9,61,59,3,161,80,13,38,137,3.05,0.13,46,27,25,25,77,3,0.066,0.161,2.0,1.934,0.098,5.279,2.623,0.426,1.246,4.492,1.508,0.885,0.82,0.82,2.525,0.098
Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29.0,26,24,1845,20.5,0,0.0,0,39,1,1,0,2,4,3,0.39,0.05,45,24,20,16,70,2,0.0,0.0,0.0,1.902,0.049,0.049,0.0,0.098,0.195,0.146,2.195,1.171,0.976,0.78,3.415,0.098
Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34.0,15,10,971,10.8,0,0.0,2,20,1,0,0,1,5,5,0.65,0.19,15,3,9,16,52,1,0.0,0.0,0.185,1.852,0.093,0.0,0.0,0.093,0.463,0.463,1.389,0.278,0.833,1.481,4.815,0.093
Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31.0,16,7,769,8.5,0,0.2,3,18,0,7,0,1,4,7,0.94,0.0,18,13,8,10,35,1,0.0,0.024,0.353,2.118,0.0,0.824,0.0,0.118,0.471,0.824,2.118,1.529,0.941,1.176,4.118,0.118
Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36.0,18,13,1060,11.8,0,0.3,5,46,0,23,0,1,5,30,1.19,0.17,11,6,10,12,32,0,0.0,0.025,0.424,3.898,0.0,1.949,0.0,0.085,0.424,2.542,0.932,0.508,0.847,1.017,2.712,0.0
Koni De Winter,be BEL,DF,Genoa,it Serie A,22.0,25,23,2135,23.7,0,0.2,3,56,0,4,0,6,17,10,0.63,0.04,33,19,25,11,118,3,0.0,0.008,0.127,2.363,0.0,0.169,0.0,0.253,0.717,0.422,1.392,0.802,1.055,0.464,4.979,0.127
Enrico Del Prato,it ITA,DF,Parma,it Serie A,24.0,34,32,2947,32.7,0,1.2,14,81,0,16,0,2,4,31,0.98,0.03,33,17,19,69,132,2,0.0,0.037,0.428,2.477,0.0,0.489,0.0,0.061,0.122,0.948,1.009,0.52,0.581,2.11,4.037,0.061
Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22.0,31,29,2586,28.7,0,0.8,6,79,0,7,0,4,7,28,0.77,0.07,39,24,21,52,134,3,0.0,0.028,0.209,2.753,0.0,0.244,0.0,0.139,0.244,0.976,1.359,0.836,0.732,1.812,4.669,0.105
Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30.0,37,37,3330,37.0,2,3.9,37,224,2,63,0,4,31,163,2.16,0.22,66,44,31,19,85,1,0.054,0.105,1.0,6.054,0.054,1.703,0.0,0.108,0.838,4.405,1.784,1.189,0.838,0.514,2.297,0.027
Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27.0,13,7,653,7.3,0,0.0,1,14,0,1,0,2,4,2,0.55,0.14,8,3,11,8,56,0,0.0,0.0,0.137,1.918,0.0,0.137,0.0,0.274,0.548,0.274,1.096,0.411,1.507,1.096,7.671,0.0
Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23.0,31,31,2766,30.7,1,0.2,3,90,2,4,0,9,9,3,0.62,0.1,31,18,27,30,99,5,0.033,0.007,0.098,2.932,0.065,0.13,0.0,0.293,0.293,0.098,1.01,0.586,0.879,0.977,3.225,0.163
Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23.0,26,20,1866,20.7,0,0.1,3,70,0,23,0,7,14,31,0.87,0.19,40,24,21,15,46,1,0.0,0.005,0.145,3.382,0.0,1.111,0.0,0.338,0.676,1.498,1.932,1.159,1.014,0.725,2.222,0.048
Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27.0,27,25,2271,25.2,0,0.3,5,160,0,3,0,2,3,8,1.03,0.04,17,11,20,23,71,4,0.0,0.012,0.198,6.349,0.0,0.119,0.0,0.079,0.119,0.317,0.675,0.437,0.794,0.913,2.817,0.159
Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25.0,19,3,508,5.6,0,0.8,4,21,1,15,0,8,13,41,1.77,0.0,18,12,9,5,12,2,0.0,0.143,0.714,3.75,0.179,2.679,0.0,1.429,2.321,7.321,3.214,2.143,1.607,0.893,2.143,0.357
Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30.0,21,16,1463,16.3,1,0.1,3,73,2,2,0,2,3,1,0.8,0.12,19,11,20,19,77,1,0.061,0.006,0.184,4.479,0.123,0.123,0.0,0.123,0.184,0.061,1.166,0.675,1.227,1.166,4.724,0.061
Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31.0,32,28,2351,26.1,4,4.7,36,57,2,140,57,9,19,142,2.53,0.19,65,38,25,23,89,1,0.153,0.18,1.379,2.184,0.077,5.364,2.184,0.345,0.728,5.441,2.49,1.456,0.958,0.881,3.41,0.038
Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26.0,32,28,2140,23.8,7,6.1,48,83,3,188,73,4,10,232,4.0,0.58,25,14,14,24,33,2,0.294,0.256,2.017,3.487,0.126,7.899,3.067,0.168,0.42,9.748,1.05,0.588,0.588,1.008,1.387,0.084
Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23.0,23,22,1945,21.6,2,0.6,4,72,0,1,0,8,14,8,0.97,0.23,39,19,30,37,100,2,0.093,0.028,0.185,3.333,0.0,0.046,0.0,0.37,0.648,0.37,1.806,0.88,1.389,1.713,4.63,0.093
Issa Diop,fr FRA,DF,Fulham,eng Premier League,27.0,21,15,1339,14.9,0,0.1,3,25,0,1,0,1,2,3,0.4,0.0,26,12,9,10,72,2,0.0,0.007,0.201,1.678,0.0,0.067,0.0,0.067,0.134,0.201,1.745,0.805,0.604,0.671,4.832,0.134
Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26.0,7,5,490,5.4,0,0.4,3,16,1,1,0,9,15,5,1.65,0.0,8,5,5,4,18,0,0.0,0.074,0.556,2.963,0.185,0.185,0.0,1.667,2.778,0.926,1.481,0.926,0.926,0.741,3.333,0.0
Djené,tg TOG,"DF,MF",Getafe,es La Liga,32.0,31,31,2548,28.3,0,0.6,9,74,0,32,0,7,17,21,0.74,0.04,25,13,21,18,107,3,0.0,0.021,0.318,2.615,0.0,1.131,0.0,0.247,0.601,0.742,0.883,0.459,0.742,0.636,3.781,0.106
Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31.0,34,32,2640,29.3,2,1.3,11,109,1,11,0,1,4,42,1.02,0.24,53,33,40,34,141,2,0.068,0.044,0.375,3.72,0.034,0.375,0.0,0.034,0.137,1.433,1.809,1.126,1.365,1.16,4.812,0.068
Dodô,br BRA,DF,Fiorentina,it Serie A,25.0,34,34,3025,33.6,4,4.2,36,128,2,142,1,52,113,193,2.17,0.32,44,29,34,22,58,2,0.119,0.125,1.071,3.81,0.06,4.226,0.03,1.548,3.363,5.744,1.31,0.863,1.012,0.655,1.726,0.06
Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26.0,34,34,3060,34.0,1,1.4,13,96,1,10,0,3,5,14,0.94,0.12,37,24,44,35,169,1,0.029,0.041,0.382,2.824,0.029,0.294,0.0,0.088,0.147,0.412,1.088,0.706,1.294,1.029,4.971,0.029
Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32.0,30,25,2109,23.4,1,1.5,12,79,2,22,0,11,21,41,1.07,0.13,38,21,22,28,102,3,0.043,0.064,0.513,3.376,0.085,0.94,0.0,0.47,0.897,1.752,1.624,0.897,0.94,1.197,4.359,0.128
Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23.0,19,13,1181,13.1,0,0.1,2,66,0,0,0,2,3,4,0.46,0.0,23,11,13,16,80,1,0.0,0.008,0.153,5.038,0.0,0.0,0.0,0.153,0.229,0.305,1.756,0.84,0.992,1.221,6.107,0.076
Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19.0,12,10,842,9.4,0,0.7,12,34,0,39,1,3,13,83,2.57,0.11,31,24,4,11,23,2,0.0,0.074,1.277,3.617,0.0,4.149,0.106,0.319,1.383,8.83,3.298,2.553,0.426,1.17,2.447,0.213
Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19.0,21,21,1840,20.4,1,1.5,19,54,3,40,1,13,44,117,2.84,0.34,45,27,18,24,42,2,0.049,0.074,0.931,2.647,0.147,1.961,0.049,0.637,2.157,5.735,2.206,1.324,0.882,1.176,2.059,0.098
Alberto Dossena,it ITA,DF,Como,it Serie A,25.0,23,20,1825,20.3,2,0.7,5,36,0,1,0,4,6,1,0.54,0.1,33,20,22,22,89,1,0.099,0.034,0.246,1.773,0.0,0.049,0.0,0.197,0.296,0.049,1.626,0.985,1.084,1.084,4.384,0.049
Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,32,30,2717,30.2,2,0.7,11,173,1,46,0,27,41,54,1.46,0.17,65,45,34,38,154,1,0.066,0.023,0.364,5.728,0.033,1.523,0.0,0.894,1.358,1.788,2.152,1.49,1.126,1.258,5.099,0.033
Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21.0,31,31,2639,29.3,1,1.1,11,116,2,1,0,13,17,9,0.75,0.14,40,22,25,31,102,3,0.034,0.038,0.375,3.959,0.068,0.034,0.0,0.444,0.58,0.307,1.365,0.751,0.853,1.058,3.481,0.102
Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22.0,16,14,1252,13.9,0,0.4,4,37,1,1,0,0,2,2,0.58,0.07,10,6,15,22,49,4,0.0,0.029,0.288,2.662,0.072,0.072,0.0,0.0,0.144,0.144,0.719,0.432,1.079,1.583,3.525,0.288
Domingos Duarte,pt POR,DF,Getafe,es La Liga,29.0,22,21,1859,20.7,0,0.1,2,47,1,0,0,0,0,3,0.44,0.0,28,15,18,28,152,1,0.0,0.005,0.097,2.271,0.048,0.0,0.0,0.0,0.0,0.145,1.353,0.725,0.87,1.353,7.343,0.048
Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28.0,28,19,1865,20.7,2,3.2,21,51,2,54,0,13,45,173,2.53,0.18,25,15,6,31,26,1,0.097,0.155,1.014,2.464,0.097,2.609,0.0,0.628,2.174,8.357,1.208,0.725,0.29,1.498,1.256,0.048
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32.0,25,23,2083,23.1,0,0.5,6,142,2,5,0,0,1,3,0.82,0.13,17,10,13,28,79,2,0.0,0.022,0.26,6.147,0.087,0.216,0.0,0.0,0.043,0.13,0.736,0.433,0.563,1.212,3.42,0.087
Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27.0,9,7,537,6.0,0,0.1,1,22,0,9,0,2,5,8,0.84,0.0,21,12,8,10,23,0,0.0,0.017,0.167,3.667,0.0,1.5,0.0,0.333,0.833,1.333,3.5,2.0,1.333,1.667,3.833,0.0
Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26.0,32,31,2689,29.9,2,4.6,45,126,7,117,32,47,104,142,3.08,0.37,56,35,28,29,37,1,0.067,0.154,1.505,4.214,0.234,3.913,1.07,1.572,3.478,4.749,1.873,1.171,0.936,0.97,1.237,0.033
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,33,30,2498,27.8,1,2.2,22,55,1,61,0,12,30,116,1.84,0.07,55,35,23,41,70,5,0.036,0.079,0.791,1.978,0.036,2.194,0.0,0.432,1.079,4.173,1.978,1.259,0.827,1.475,2.518,0.18
Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20.0,18,7,697,7.7,0,0.0,0,20,0,23,0,4,21,24,0.52,0.13,22,14,4,16,14,0,0.0,0.0,0.0,2.597,0.0,2.987,0.0,0.519,2.727,3.117,2.857,1.818,0.519,2.078,1.818,0.0
Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22.0,36,29,2470,27.4,2,1.6,20,36,2,28,0,16,42,92,1.68,0.18,58,26,17,42,79,0,0.073,0.058,0.73,1.314,0.073,1.022,0.0,0.584,1.533,3.358,2.117,0.949,0.62,1.533,2.883,0.0
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30.0,22,16,1457,16.2,0,0.2,4,51,3,4,0,3,8,4,0.68,0.06,20,11,11,17,96,0,0.0,0.012,0.247,3.148,0.185,0.247,0.0,0.185,0.494,0.247,1.235,0.679,0.679,1.049,5.926,0.0
Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27.0,25,25,2135,23.7,1,0.4,5,55,3,1,0,0,0,5,0.67,0.17,38,23,30,35,163,0,0.042,0.017,0.211,2.321,0.127,0.042,0.0,0.0,0.0,0.211,1.603,0.97,1.266,1.477,6.878,0.0
Emerson,br BRA,DF,Milan,it Serie A,25.0,17,16,1377,15.3,0,0.7,15,68,0,45,0,7,18,71,2.16,0.07,45,28,14,13,56,0,0.0,0.046,0.98,4.444,0.0,2.941,0.0,0.458,1.176,4.641,2.941,1.83,0.915,0.85,3.66,0.0
Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23.0,26,11,1164,12.9,1,1.5,12,54,1,1,0,9,15,18,1.86,0.15,30,12,11,13,27,0,0.078,0.116,0.93,4.186,0.078,0.078,0.0,0.698,1.163,1.395,2.326,0.93,0.853,1.008,2.093,0.0
Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29.0,10,10,832,9.2,0,0.1,3,25,0,0,0,0,0,1,0.87,0.0,8,5,9,13,64,0,0.0,0.011,0.326,2.717,0.0,0.0,0.0,0.0,0.0,0.109,0.87,0.543,0.978,1.413,6.957,0.0
Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32.0,16,9,833,9.3,1,0.6,5,39,0,24,0,5,14,29,1.4,0.11,41,24,12,19,32,1,0.108,0.065,0.538,4.194,0.0,2.581,0.0,0.538,1.505,3.118,4.409,2.581,1.29,2.043,3.441,0.108
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26.0,30,26,2402,26.7,1,2.1,26,132,0,119,37,19,34,112,2.17,0.15,65,43,37,20,65,2,0.037,0.079,0.974,4.944,0.0,4.457,1.386,0.712,1.273,4.195,2.434,1.61,1.386,0.749,2.434,0.075
Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22.0,28,20,1644,18.3,3,4.0,23,36,3,39,0,26,68,160,2.95,0.38,64,47,12,18,10,0,0.164,0.219,1.257,1.967,0.164,2.131,0.0,1.421,3.716,8.743,3.497,2.568,0.656,0.984,0.546,0.0
Wout Faes,be BEL,DF,Leicester City,eng Premier League,26.0,34,30,2815,31.3,0,0.1,4,86,2,5,0,5,6,1,0.54,0.0,42,26,26,48,185,4,0.0,0.003,0.128,2.748,0.064,0.16,0.0,0.16,0.192,0.032,1.342,0.831,0.831,1.534,5.911,0.128
Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33.0,28,27,2227,24.7,1,1.3,16,112,1,47,0,17,24,44,1.74,0.2,50,34,40,21,62,3,0.04,0.053,0.648,4.534,0.04,1.903,0.0,0.688,0.972,1.781,2.024,1.377,1.619,0.85,2.51,0.121
Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28.0,19,12,1105,12.3,1,0.6,8,40,2,7,0,3,4,3,1.3,0.08,9,7,20,14,38,1,0.081,0.049,0.65,3.252,0.163,0.569,0.0,0.244,0.325,0.244,0.732,0.569,1.626,1.138,3.089,0.081
Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23.0,32,29,2297,25.5,0,0.5,12,110,0,39,0,10,23,89,1.53,0.08,64,44,19,41,98,2,0.0,0.02,0.471,4.314,0.0,1.529,0.0,0.392,0.902,3.49,2.51,1.725,0.745,1.608,3.843,0.078
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23.0,14,14,1172,13.0,0,0.4,6,32,0,1,0,8,15,4,1.15,0.0,13,12,14,14,55,2,0.0,0.031,0.462,2.462,0.0,0.077,0.0,0.615,1.154,0.308,1.0,0.923,1.077,1.077,4.231,0.154
Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28.0,27,22,1832,20.4,1,1.3,14,59,0,59,0,7,17,50,1.67,0.2,45,24,16,29,57,0,0.049,0.064,0.686,2.892,0.0,2.892,0.0,0.343,0.833,2.451,2.206,1.176,0.784,1.422,2.794,0.0
Héctor Fort,es ESP,DF,Barcelona,es La Liga,17.0,17,5,585,6.5,0,0.9,10,26,0,12,0,2,9,33,2.46,0.15,13,8,6,12,16,0,0.0,0.138,1.538,4.0,0.0,1.846,0.0,0.308,1.385,5.077,2.0,1.231,0.923,1.846,2.462,0.0
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31.0,32,25,2299,25.5,1,1.4,10,97,2,57,0,8,33,66,1.41,0.16,48,31,16,21,86,1,0.039,0.055,0.392,3.804,0.078,2.235,0.0,0.314,1.294,2.588,1.882,1.216,0.627,0.824,3.373,0.039
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26.0,19,17,1517,16.9,0,0.3,7,65,3,4,0,4,9,11,1.19,0.06,25,15,19,26,119,3,0.0,0.018,0.414,3.846,0.178,0.237,0.0,0.237,0.533,0.651,1.479,0.888,1.124,1.538,7.041,0.178
Alejandro Francés,es ESP,DF,Girona,es La Liga,21.0,18,13,1173,13.0,0,0.3,4,63,1,25,0,7,14,21,1.23,0.08,36,24,17,17,52,0,0.0,0.023,0.308,4.846,0.077,1.923,0.0,0.538,1.077,1.615,2.769,1.846,1.308,1.308,4.0,0.0
Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29.0,18,16,1387,15.4,2,2.5,20,117,4,78,13,6,16,95,2.99,0.32,32,21,19,10,28,0,0.13,0.162,1.299,7.597,0.26,5.065,0.844,0.39,1.039,6.169,2.078,1.364,1.234,0.649,1.818,0.0
Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,27.0,12,7,616,6.8,0,0.1,2,12,0,16,0,9,21,30,0.88,0.0,17,9,5,7,12,0,0.0,0.015,0.294,1.765,0.0,2.353,0.0,1.324,3.088,4.412,2.5,1.324,0.735,1.029,1.765,0.0
Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,26.0,11,5,549,6.1,0,0.2,5,19,0,10,0,0,2,12,1.64,0.16,18,11,8,5,16,1,0.0,0.033,0.82,3.115,0.0,1.639,0.0,0.0,0.328,1.967,2.951,1.803,1.311,0.82,2.623,0.164
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26.0,26,25,2161,24.0,0,0.2,3,69,0,2,0,6,8,1,0.54,0.0,62,42,34,41,130,1,0.0,0.008,0.125,2.875,0.0,0.083,0.0,0.25,0.333,0.042,2.583,1.75,1.417,1.708,5.417,0.042
Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28.0,22,9,989,11.0,1,0.6,3,36,0,0,0,2,2,3,0.82,0.09,15,9,5,16,57,0,0.091,0.055,0.273,3.273,0.0,0.0,0.0,0.182,0.182,0.273,1.364,0.818,0.455,1.455,5.182,0.0
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23.0,33,25,2314,25.7,5,4.2,30,55,0,116,0,25,78,272,2.57,0.43,33,25,8,25,22,1,0.195,0.163,1.167,2.14,0.0,4.514,0.0,0.973,3.035,10.584,1.284,0.973,0.311,0.973,0.856,0.039
Matteo Gabbia,it ITA,DF,Milan,it Serie A,24.0,26,24,2152,23.9,0,0.2,2,74,0,2,0,1,1,2,0.92,0.13,21,15,15,25,103,1,0.0,0.008,0.084,3.096,0.0,0.084,0.0,0.042,0.042,0.084,0.879,0.628,0.628,1.046,4.31,0.042
Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29.0,25,21,1784,19.8,3,3.9,15,54,1,57,0,28,78,107,1.66,0.3,51,31,12,13,47,0,0.152,0.197,0.758,2.727,0.051,2.879,0.0,1.414,3.939,5.404,2.576,1.566,0.606,0.657,2.374,0.0
Antonino Gallo,it ITA,DF,Lecce,it Serie A,24.0,31,31,2609,29.0,2,2.7,44,107,1,116,21,13,29,110,2.48,0.1,65,42,20,33,133,0,0.069,0.093,1.517,3.69,0.034,4.0,0.724,0.448,1.0,3.793,2.241,1.448,0.69,1.138,4.586,0.0
Facundo Garcés,my MAS,DF,Alavés,es La Liga,24.0,10,7,678,7.5,0,0.8,3,12,0,1,0,0,0,3,0.4,0.0,6,2,5,8,51,0,0.0,0.107,0.4,1.6,0.0,0.133,0.0,0.0,0.0,0.4,0.8,0.267,0.667,1.067,6.8,0.0
Eric García,es ESP,"DF,MF",Barcelona,es La Liga,23.0,29,14,1566,17.4,3,0.8,7,109,4,7,0,5,12,22,1.84,0.4,38,21,14,24,41,0,0.172,0.046,0.402,6.264,0.23,0.402,0.0,0.287,0.69,1.264,2.184,1.207,0.805,1.379,2.356,0.0
Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24.0,31,24,2171,24.1,2,1.8,24,119,1,66,0,8,23,177,2.32,0.12,51,36,28,27,67,1,0.083,0.075,0.996,4.938,0.041,2.739,0.0,0.332,0.954,7.344,2.116,1.494,1.162,1.12,2.78,0.041
Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28.0,20,10,930,10.3,2,1.4,8,53,0,35,0,7,18,87,1.93,0.68,14,11,8,5,18,0,0.194,0.136,0.777,5.146,0.0,3.398,0.0,0.68,1.748,8.447,1.359,1.068,0.777,0.485,1.748,0.0
James Garner,eng ENG,"MF,DF",Everton,eng Premier League,23.0,21,17,1594,17.7,1,1.4,13,50,2,57,23,7,19,30,2.2,0.28,47,31,23,20,37,0,0.056,0.079,0.734,2.825,0.113,3.22,1.299,0.395,1.073,1.695,2.655,1.751,1.299,1.13,2.09,0.0
Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,19.0,15,9,947,10.5,0,0.1,3,38,1,3,0,0,0,0,0.67,0.0,19,16,26,17,60,0,0.0,0.01,0.286,3.619,0.095,0.286,0.0,0.0,0.0,0.0,1.81,1.524,2.476,1.619,5.714,0.0
Federico Gatti,it ITA,DF,Juventus,it Serie A,26.0,30,26,2195,24.4,0,0.5,6,73,0,1,0,7,13,6,1.07,0.08,28,23,18,27,76,2,0.0,0.02,0.246,2.992,0.0,0.041,0.0,0.287,0.533,0.246,1.148,0.943,0.738,1.107,3.115,0.082
